Timestamp,Vitesse,Distance,Vitessemax,Distancesprint,Alerte
2025-03-22 13:28:11,0.0,0.0,0.2,0.0,-
2025-03-22 13:35:39,0.8,0.0,1.2,0.0,-
2025-03-22 13:35:39,1.4,0.0,1.5,0.0,-
2025-03-22 13:35:39,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:40,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:40,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:40,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:40,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:41,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:41,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:41,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:41,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:42,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:42,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:42,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:42,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:42,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:43,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:43,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:43,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:43,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:44,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:44,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:44,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:44,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:45,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:45,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:45,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:45,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:46,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:46,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:46,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:47,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:48,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:48,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:48,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:48,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:48,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:49,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:49,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:50,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:50,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:51,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:51,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:51,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:51,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:52,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:52,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:52,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:52,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:53,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:53,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:53,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:53,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:53,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:54,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:54,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:54,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:54,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:55,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:55,0.0,0.0,1.5,0.0,-
2025-03-22 13:35:55,0.0,0.0,1.5,0.0,-
